Volatility 3 Framework 2.0.0

Offset	Name	Size
0x11e3df070	\Windows\System32\en-US\iedkcs32.dll.mui	216
0x11e3df420	\Windows\System32\en-US\kernel32.dll.mui	216
0x11e3df670	\Windows\System32\en-US\mctadmin.exe.mui	216
0x11e3e07a0	\$Directory	216
0x11e3e0b30	\Windows\SysWOW64\en-US\iedkcs32.dll.mui	216
0x11e3e13d0	\$Directory	216
0x11e3e1520	\Program Files\Windows Defender\MpSvc.dll	216
0x11e3e1a30	\Windows\System32\SearchProtocolHost.exe	216
0x11e3e22e0	\Windows\AppPatch\AppPatch64\AcGenral.dll	216
0x11e3e2870	\Program Files\Windows Defender\MpRTP.dll	216
0x11e3e36d0	\Windows\SysWOW64\en-US\KernelBase.dll.mui	216
0x11e3e3f20	\Windows\System32\en-US\sntsearch.dll.mui	216
0x11e3e4070	\Program Files\Windows Sidebar\sidebar.exe	216
0x11e3e4be0	\$Directory	216
0x11e3e4d30	\Windows\System32\Speech\SpeechUX\sapi.cpl	216
0x11e3e5420	\Program Files\Windows Sidebar\sidebar.exe	216
0x11e3e5b60	\Windows\System32\migwiz\en-US\wet.dll.mui	216
0x11e3e6830	\Windows\Resources\Themes\characters.theme	216
0x11e3e6f20	\Windows\Resources\Themes\landscapes.theme	216
0x11e3e7230	\Windows\System32\DriverStore\infstrng.dat	216
0x11e3e79a0	\Program Files\Windows Defender\MpClient.dll	216
0x11e3e7d00	\Users\Phil\AppData\Local\Google\Chrome\User Data\SSLErrorAssistant\7\ssl_error_assistant.pb	216
0x11e3e87e0	\$Directory	216
0x11e3e8b00	\Program Files\Common Files\System\wab32.dll	216
0x11e3e9610	\Windows\Resources\Themes\architecture.theme	216
0x11e3e9b80	\Users\Public\Libraries\RecordedTV.library-ms	216
0x11e3e9cd0	\Windows\System32\en-US\DeviceCenter.dll.mui	216
0x11e3e9f20	\Program Files\Windows Sidebar\settings.ini	216
0x11e3ea350	\Windows\System32\en-US\miguiresource.dll.mui	216
0x11e3eae60	\$Directory	216
0x11e3ec1b0	\Program Files\DVD Maker\en-US\DVDMaker.exe.mui	216
0x11e3ec310	\Users\Phil\Favorites\Links\Web Slice Gallery.url	216
0x11e3ecc60	\$Directory	216
0x11e3eceb0	\Program Files\Internet Explorer\iexplore.exe	216
0x11e3ed070	\Windows\SysWOW64\msimg32.dll	216
0x11e3ed670	\Windows\SysWOW64\ntmarta.dll	216
0x11e3edda0	\Windows\inf\setupapi.dev.log	216
0x11e3ee510	\Program Files\Common Files\System\wab32res.dll	216
0x11e3eea50	\$Directory	216
0x11e3eef20	\Windows\System32\AuxiliaryDisplayServices.dll	216
0x11e3ef380	\Program Files\Windows Mail\en-US\msoeres.dll.mui	216
0x11e3f0070	\$Directory	216
0x11e3f02b0	\Windows\Resources\Ease of Access Themes\hc1.theme	216
0x11e3f09f0	\Program Files (x86)\Common Files\System\wab32.dll	216
0x11e3f1070	\$Directory	216
0x11e3f1a30	\Windows\Resources\Ease of Access Themes\hc2.theme	216
0x11e3f2070	\Windows\Globalization\MCT\MCT-US\Link\desktop.ini	216
0x11e3f24a0	\Program Files (x86)\Internet Explorer\iexplore.exe	216
0x11e3f2b50	\Program Files (x86)\Internet Explorer\iexplore.exe	216
0x11e3f3670	\Program Files\Microsoft Games\Solitaire\desktop.ini	216
0x11e3f4940	\$Directory	216
0x11e3f4da0	\$Directory	216
0x11e3f4f20	\Windows\Resources\Ease of Access Themes\basic.theme	216
0x11e3f5070	\Windows\System32\EhStorShell.dll	216
0x11e3f5520	\Windows\Globalization\MCT\MCT-US\RSSFeed\US-rss1.ini	216
0x11e3f5830	\ProgramData\Microsoft\Windows\Start Menu\desktop.ini	216
0x11e3f62a0	\Users\Phil\AppData\Roaming\Microsoft\Protect\CREDHIST	216
0x11e3f6650	\Windows\Resources\Ease of Access Themes\hcwhite.theme	216
0x11e3f6af0	\Windows\System32\Microsoft\Protect\S-1-5-18\Preferred	216
0x11e3f6e60	\Windows\Resources\Ease of Access Themes\classic.theme	216
0x11e3f7ae0	\Program Files (x86)\Common Files\System\wab32res.dll	216
0x11e3f8350	\Program Files (x86)\Windows Media Player\wmplayer.exe	216
0x11e3f84b0	\Windows\Resources\Ease of Access Themes\hcblack.theme	216
0x11e3f8600	\$Directory	216
0x11e3f9070	\Program Files (x86)\Windows Mail\en-US\WinMail.exe.mui	216
0x11e3f9210	\Program Files\Microsoft Games\Solitaire\Solitaire.exe	216
0x11e3f94c0	\Program Files (x86)\Windows Media Player\wmplayer.exe	216
0x11e3f9b30	\Users\Phil\AppData\Local\Microsoft\Windows Mail\edb.log	216
0x11e3fa3f0	\Windows\System32\WindowsPowerShell\v1.0\powershell.exe	216
0x11e3fc590	\Program Files (x86)\Internet Explorer\SIGNUP\install.ins	216
0x11e3fc900	\Program Files\Common Files\Microsoft Shared\ink\mip.exe	216
0x11e3fcdd0	\$Directory	216
0x11e3fcf20	\Users\Phil\AppData\Local\Microsoft\Feeds Cache\index.dat	216
0x11e3fd070	\Program Files\Common Files\System\en-US\wab32res.dll.mui	216
0x11e3fe620	\Windows\System32\Microsoft\Protect\S-1-5-18\User\Preferred	216
0x11e3fe780	\Program Files\Common Files\Microsoft Shared\ink\tiptsf.dll	216
0x11e3ff070	\ProgramData\Microsoft\Windows\Start Menu\Default Programs.lnk	216
0x11e3ff410	\ProgramData\Microsoft\Windows\Start Menu\Windows Update.lnk	216
0x11e3ffbb0	\$Directory	216
0x11e3ffd00	\Program Files (x86)\Internet Explorer\en-US\iexplore.exe.mui	216
0x11e4083a0	sm	216
0x11e4084f0		216
0x11e408a50	\$Directory	216
0x11e408ba0	\Windows\CSC\v2.0.6\temp	216
0x11e4091d0	\Windows\System32\gpsvc.dll	216
0x11e4094e0	\Windows\CSC\v2.0.6\namespace	216
0x11e40c070	\Windows\System32\WMALFXGFXDSP.dll	216
0x11e40c610	\Windows\System32\mfplat.dll	216
0x11e40c920	\Windows\System32\taskschd.dll	216
0x11e40db80	\Endpoint	216
0x11e40e070	\.\.	216
0x11e40eb30		216
0x11e410f20	\Windows\System32\mstask.dll	216
0x11e413370	\Windows\System32\atl.dll	216
0x11e415070	\Windows\System32\profsvc.dll	216
0x11e415360	\Windows\SysWOW64\msasn1.dll	216
0x11e415670	\Windows\SysWOW64\crypt32.dll	216
0x11e419f20	\Windows\System32\themeservice.dll	216
0x11e41a760	\Windows\SysWOW64\wintrust.dll	216
0x11e41a9b0	\Windows\SysWOW64\iertutil.dll	216
0x11e41b2d0	\Windows\System32\bitsperf.dll	216
0x11e41bdc0	\Windows\System32\dsrole.dll	216
0x11e41c690	\Windows\System32\slc.dll	216
0x11e41d260	\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\INDEX.001	216
0x11e421bf0	\Windows\System32	216
0x11e423ab0	\Windows\System32	216
0x11e425d50	\Windows\System32\UXInit.dll	216
0x11e4275d0	\Windows\SysWOW64\wininet.dll	216
0x11e4278e0	\Windows\SysWOW64\uxtheme.dll	216
0x11e428cb0	\Windows\System32\spp\plugin-manifests-signed\sppobjs-spp-plugin-manifest-signed.xrm-ms	216
0x11e428ea0	\Program Files (x86)\Google\Update\1.3.36.112\goopdate.dll	216
0x11e42a490	\Windows\Tasks\SCHEDLGU.TXT	216
0x11e42af20	\ProgramData\Microsoft\User Account Pictures\user.bmp	216
0x11e42b070	\$Directory	216
0x11e42bae0	\Windows\Resources\Themes\Aero\aero.msstyles	216
0x11e439cf0	\$Directory	216
0x11e43b480	\Windows\System32\imageres.dll	216
0x11e43d050	\Windows\System32\drivers\lltdio.sys	216
0x11e43d7a0	\Windows\Prefetch\EXPLORER.EXE-A80E4F97.pf	216
0x11e43dc90	\Windows\System32\uxsms.dll	216
0x11e43e070	\Windows\System32\Sens.dll	216
0x11e43eb50	\Windows\System32\drivers\srv.sys	216
0x11e43ef20	\Windows\System32\comres.dll	216
0x11e43f420	\Windows\System32\drivers\rspndr.sys	216
0x11e43fbe0	\Windows\System32\IPHLPAPI.DLL	216
0x11e445c70	\Windows\System32\lmhsvc.dll	216
0x11e445dc0	\Windows\System32\nrpsrv.dll	216
0x11e44f330	\Windows\System32\dhcpcore.dll	216
0x11e452f20	\Windows\System32\dhcpcore6.dll	216
0x11e4539d0	\Windows\winsxs\Manifests\x86_microsoft.windows.c..-controls.resources_6595b64144ccf1df_5.82.7600.16385_en-us_020378a8991bbcc2.manifest	216
0x11e453b20	\Windows\winsxs\Manifests\x86_microsoft.windows.i..utomation.proxystub_6595b64144ccf1df_1.0.7600.16385_none_9d148a8db8d32238.manifest	216
0x11e457870	\Windows\System32\dnsrslvr.dll	216
0x11e457c40	\Windows\System32\FWPUCLNT.DLL	216
0x11e459070	\Windows\System32\dnsext.dll	216
0x11e45a070	\$Directory	216
0x11e45a1c0	\Windows\System32	216
0x11e45b5f0	\$Directory	216
0x11e45b740	\Windows\System32\Tasks\Microsoft\Windows\CertificateServicesClient\SystemTask	216
0x11e45cb80	\Windows\System32\drivers\etc	216
0x11e46a070	\Windows\System32\DiagCpl.dll	216
0x11e46a5f0	\Endpoint	216
0x11e46d4e0	\Endpoint	216
0x11e46de90	\Windows\System32\dhcpcsvc6.dll	216
0x11e46e940	\Endpoint	216
0x11e46edd0	\Windows\System32\dhcpcsvc.dll	216
0x11e46ef20	\Windows\Prefetch\CONHOST.EXE-1F3E9D7E.pf	216
0x11e46f940	\Endpoint	216
0x11e46fd10	\Users\Phil\Pictures	216
0x11e470070	\Windows\System32\ktmw32.dll	216
0x11e4703c0	\Windows\System32\shsvcs.dll	216
0x11e470830	\Windows\Prefetch\GOOGLEUPDATE.EXE-B95715F5.pf	216
0x11e4712e0	\Windows\System32\en-US\KernelBase.dll.mui	216
0x11e478310	\Windows\System32\schedsvc.dll	216
0x11e47d170	\Windows\System32\fveapi.dll	216
0x11e47d3d0	\Windows\System32\fvecerts.dll	216
0x11e47d840	\Autorun.inf	216
0x11e47d990	\Windows\System32\wiarpc.dll	216
0x11e47df20	\Windows\System32\tbs.dll	216
0x11e480960	\Endpoint	216
0x11e481070	\atsvc	216
0x11e481240	\$Directory	216
0x11e4814e0	\Endpoint	216
0x11e481630	\Winsock2\CatalogChangeListener-338-0	216
0x11e482070	\Endpoint	216
0x11e4823a0	\Windows\System32\LogFiles\Scm\5f5a18eb-dc73-4e45-a11c-b59043598412	216
0x11e48e440	\Endpoint	216
0x11e48e690	\Windows\AppPatch\AppPatch64\sysmain.sdb	216
0x11e48f070	\Windows\System32\spoolsv.exe	216
0x11e48f750	\$Directory	216
0x11e4915e0	\Windows\System32\Tasks\Microsoft\Windows\AppID\VerifiedPublisherCertStoreCheck	216
0x11e4919e0	\Windows\System32\LogFiles\Scm\994c86ad-a929-4b2c-88a0-4e25a107a029	216
0x11e491c50	\Windows\System32\Tasks\Microsoft\Windows\Media Center\RecordingRestart	216
0x11e495da0	\Windows\System32\LogFiles\Scm\72db7465-bc54-491b-a92a-4637a28c9bbf	216
0x11e496380	\Windows\SysWOW64\psapi.dll	216
0x11e496c10	\Windows\SysWOW64\ntmarta.dll	216
0x11e496f20	\Windows\SysWOW64\cscapi.dll	216
0x11e497dc0	\Windows\System32\Tasks\Microsoft\Windows\SystemRestore\SR	216
0x11e498760	\Windows\System32\Tasks\Microsoft\Windows\MUI\LPRemove	216
0x11e4996a0	\Windows\System32\Tasks\Microsoft\Windows\Autochk\Proxy	216
0x11e499d10	\Windows\System32\LogFiles\Scm\9a88255a-4ae5-4ec9-9aa4-3e3ee06ef61c	216
0x11e499e60	\Windows\System32\LogFiles\Scm\d7b6e81d-3cf4-432c-84d2-24213f4316e6	216
0x11e49a3f0	\Windows\System32\Tasks\Microsoft\Windows\Multimedia\SystemSoundsService	216
0x11e49a850	\Windows\System32\LogFiles\Scm\2470470f-2634-478e-b181-571e98a789bb	216
0x11e49a9a0	\Windows\System32\LogFiles\Scm\eb02381f-d652-4b1c-894a-712498c62c51	216
0x11e49b580	\Windows\System32\Tasks\Microsoft\Windows\Active Directory Rights Management Services Client\AD RMS Rights Policy Template Management (Manual)	216
0x11e49c570	\Endpoint	216
0x11e49c700	\$Directory	216
0x11e49e500	\$Directory	216
0x11e49e750	\Windows\System32\Tasks\Microsoft\Windows\SideShow\AutoWake	216
0x11e49ec10	\Windows\System32\LogFiles\Scm\28011108-68df-4c73-b91b-57427d501bba	216
0x11e49f2b0	\Windows\System32\LogFiles\Scm\43700c57-6481-4379-bb9c-78257b4d20a8	216
0x11e49f620	\Windows\System32\LogFiles\Scm\3580ea8e-c90d-43be-9ff4-4eee8d48feb5	216
0x11e49f770	\Windows\System32\winevt\Logs\Microsoft-Windows-Application-Experience%4Program-Compatibility-Assistant.evtx	216
0x11e4a08f0	\Windows\System32\Tasks\Microsoft\Windows\Shell\WindowsParentalControlsMigration	216
0x11e4a1570	\Windows\System32\Tasks\Microsoft\Windows\SideShow\SessionAgent	216
0x11e4a2750	\Windows\System32\LogFiles\Scm\486d715e-6aa2-44cf-bc48-b6990cbb53c6	216
0x11e4a2e60	\Windows\System32\LogFiles\Scm\4c8b01a2-11ff-4c41-848f-508ef4f00cf7	216
0x11e4a3070	\Windows\System32\Tasks\Microsoft\Windows\TextServicesFramework\MsCtfMonitor	216
0x11e4a39f0	\Windows\System32\LogFiles\Scm\5b42dd9c-5a26-4f27-bb95-34603f0997e5	216
0x11e4a4310	\Windows\System32\winevt\Logs\Microsoft-Windows-Application-Experience%4Program-Telemetry.evtx	216
0x11e4a4c30	\Windows\System32\Tasks\Microsoft\Windows\Shell\WindowsParentalControls	216
0x11e4a5440	\Windows\System32\LogFiles\Scm\5ed1f854-bed3-4cd3-ade9-d5d77dbe346c	216
0x11e4a5f20	\Windows\System32\Tasks\Microsoft\Windows\MobilePC\HotStart	216
0x11e4a6600	\Windows\System32\Tasks\Microsoft\Windows\CertificateServicesClient\UserTask	216
0x11e4a6970	\Windows\System32\Tasks\Microsoft\Windows\Active Directory Rights Management Services Client\AD RMS Rights Policy Template Management (Automated)	216
0x11e4a6d10	\Windows\System32\LogFiles\Scm\613612ba-897d-44ce-8dc1-8fc283f9fd51	216
0x11e4a73e0	\Windows\System32\Tasks\Microsoft\Windows\WindowsColorSystem\Calibration Loader	216
0x11e4a7750	\Windows\System32\LogFiles\Scm\740db404-4623-4693-ac42-582b5b903b01	216
0x11e4a7f20	\Windows\System32\Tasks\Microsoft\Windows\SideShow\SystemDataProviders	216
0x11e4a8810	\Windows\System32\LogFiles\Scm\7afcc0ca-7121-422a-ab45-b0e8d599ff08	216
0x11e4a9800	\$Directory	216
0x11e4a9e50	\Windows\System32\LogFiles\Scm\d0250f3f-6480-484f-b719-42f659ac64d5	216
0x11e4aa940	\Windows\System32\LogFiles\Scm\a35bb7a6-5f0c-4c9f-8450-2b3bed532d51	216
0x11e4ab370	\$Directory	216
0x11e4ab750	\Windows\System32\Tasks\Microsoft\Windows\Offline Files\Logon Synchronization	216
0x11e4ad070	\Windows\System32\winevt\Logs\Microsoft-Windows-Application-Experience%4Program-Compatibility-Troubleshooter.evtx	216
0x11e4add30	\Windows\System32\LogFiles\Scm\b3ef4132-6eb4-4786-abd0-bf7d58eda821	216
0x11e4adf20	\Windows\System32\Tasks\Microsoft\Windows\Windows Error Reporting\QueueReporting	216
0x11e4af300	\Windows\System32\Tasks\Microsoft\Windows\DiskDiagnostic\Microsoft-Windows-DiskDiagnosticResolver	216
0x11e4af740	\Windows\System32\LogFiles\Scm\f758782b-a80d-414f-b0d8-2cbd2078792d	216
0x11e4afab0	\$Directory	216
0x11e4b0300	\Windows\System32\Tasks\Microsoft\Windows\Media Center\OCURDiscovery	216
0x11e4b0670	\Windows\System32\LogFiles\Scm\ed5ed153-13f0-45cc-a40d-19ba9f281ba0	216
0x11e4b0f20	\$Directory	216
0x11e4b13e0	\Windows\System32\Tasks\Microsoft\Windows\Time Synchronization\SynchronizeTime	216
0x11e4b1f20	\Windows\System32\Tasks\Microsoft\Windows\SideShow\GadgetManager	216
0x11e4b27f0	\Windows\System32\LogFiles\Scm\044a6734-e90e-4f8f-b357-b2dc8ab3b5ec	216
0x11e4b3290	\Windows\System32\Tasks\Microsoft\Windows\Tcpip\IpAddressConflict1	216
0x11e4b36f0	\Windows\System32\LogFiles\Scm\088482fa-65b8-4e17-9abf-1dcd48e8d373	216
0x11e4b3a60	\Windows\System32\LogFiles\Scm\0450433b-05ab-4c45-9eb8-265516a7f915	216
0x11e4b4790	\Windows\System32\Tasks\Microsoft\Windows\Tcpip\IpAddressConflict2	216
0x11e4b57b0	\Windows\System32\Tasks\Microsoft\Windows\Media Center\ObjectStoreRecoveryTask	216
0x11e4b5b20	\Windows\System32\LogFiles\Scm\09f06bfe-a3c8-40e3-846a-6e6f4000c238	216
0x11e4b5f20	\Windows\System32\LogFiles\Scm\0a3aa6f0-3f46-45d4-8ef8-b9554d2dc87d	216
0x11e4b6510	\Windows\System32\Tasks\Microsoft\Windows\Media Center\PvrRecoveryTask	216
0x11e4b6ad0	\Windows\System32\Tasks\Microsoft\Windows\Media Center\ReindexSearchRoot	216
0x11e4b7750	\Windows\System32\LogFiles\Scm\1ac9d206-30a9-4849-bb3e-8ef162a874a9	216
0x11e4b7ac0	\Windows\System32\LogFiles\Scm\0c9df0d8-0834-4807-a583-aedf39a153d7	216
0x11e4b7c10	\Windows\System32\winevt\Logs\Microsoft-Windows-NetworkProfile%4Operational.evtx	216
0x11e4b8750	\Windows\System32\Tasks\Microsoft\Windows\Offline Files\Background Synchronization	216
0x11e4b8f20	\Windows\System32\LogFiles\Scm\17d67dbb-f167-4c75-97c6-4ec8999b91c2	216
0x11e4ba3e0	\Windows\System32\LogFiles\Scm\1f340fa3-fccd-4a71-a84c-ed6e5ff5b5e8	216
0x11e4ba840	\Windows\System32\LogFiles\Scm\1f7b7221-ae8f-44f3-ba82-f7d260f51964	216
0x11e4babb0	\Windows\System32\Tasks\Microsoft\Windows\Media Center\OCURActivate	216
0x11e4bb440	\Windows\System32\LogFiles\Scm\2f57269b-1e09-4e2d-ab1e-b0fdac7d279c	216
0x11e4bbac0	\Windows\System32\Tasks\Microsoft\Windows\Task Manager\Interactive	216
0x11e4bcc10	\Windows\System32\Tasks\Microsoft\Windows\WindowsBackup\ConfigNotification	216
0x11e4bd540	\Windows\System32\LogFiles\Scm\31ec742f-4e3e-4e21-bec1-1adbbc7d3013	216
0x11e4bd9a0	\Windows\System32\LogFiles\Scm\47536d45-eeec-4bdc-8183-a4dc1f8da9e4	216
0x11e4bdd10	\Windows\System32\Tasks\Microsoft\Windows\Media Center\RegisterSearch	216
0x11e4be960	\Windows\System32\LogFiles\Scm\34d82d44-3a22-43cb-946e-049e8e6db7be	216
0x11e4bee20	\Windows\System32\Tasks\Microsoft\Windows\Media Center\PeriodicScanRetry	216
0x11e4bf070	\Windows\System32\Tasks\Microsoft\Windows\Customer Experience Improvement Program\UsbCeip	216
0x11e4bf460	\Windows\System32\LogFiles\Scm\5a40e926-9e86-4b89-9cfd-b12311724371	216
0x11e4bfe20	\$Directory	216
0x11e4c0ac0	\Windows\System32\Tasks\Microsoft\Windows\UPnP\UPnPHostConfig	216
0x11e4c1740	\Windows\System32\LogFiles\Scm\6738ba6e-ea75-4b6b-b8b8-71f0336dd8ef	216
0x11e4c1bb0	\Windows\System32\Tasks\Microsoft\Windows\Defrag\ScheduledDefrag	216
0x11e4c2070	\Windows\System32\LogFiles\Scm\5c0aeeea-c154-45be-8499-bea5f11baff6	216
0x11e4c28a0	\Windows\System32\Tasks\Microsoft\Windows\User Profile Service\HiveUploadTask	216
0x11e4c2d00	\Windows\System32	216
0x11e4c3a60	\Windows\System32\LogFiles\Scm\52162259-0dd4-4e35-8515-ff7fd802e7d2	216
0x11e4c5f20	\Windows\System32\Tasks\Microsoft\Windows Defender\MP Scheduled Scan	216
0x11e4c65a0	\Windows\System32\LogFiles\Scm\753c47ae-ec5e-44b3-95a9-2c8e553f0e39	216
0x11e4c6850	\Windows\System32\Tasks\Microsoft\Windows\DiskDiagnostic\Microsoft-Windows-DiskDiagnosticDataCollector	216
0x11e4c7450	\Windows\System32\profapi.dll	216
0x11e4c7660	\Windows\System32\wtsapi32.dll	216
0x11e4c7870	\Program Files\Windows Defender\MsMpLics.dll	216
0x11e4c7a80	\Windows\System32\KernelBase.dll	216
0x11e4c7c90	\$Directory	216
0x11e4c8440	\Windows\System32\LogFiles\Scm\70d31ec6-94d4-4b27-b016-0e67e188458a	216
0x11e4c9b70	\Windows\System32\Tasks\Microsoft\Windows\Windows Media Sharing\UpdateLibrary	216
0x11e4cdc30	\Endpoint	216
0x11e4d7ec0	\Windows\System32\BFE.DLL	216
0x11e4de070	\Windows\System32\LogFiles\Scm\7a4967ec-0193-4350-8161-93c2489a6c11	216
0x11e4de270	\Windows\System32\Tasks\Microsoft\Windows\NetTrace\GatherNetworkInfo	216
0x11e4dec00	\Windows\System32\Tasks\Microsoft\Windows\Media Center\ActivateWindowsSearch	216
0x11e4df520	\Windows\System32\LogFiles\Scm\9979cb83-103a-4105-9e5d-c74b0af6d198	216
0x11e4e0450	\ProgramData\Microsoft\Windows\Caches\cversions.2.db	216
0x11e4e0a70	\Windows\System32\wbem\wbemsvc.dll	216
0x11e4e0f20	\Windows\System32\LogFiles\Scm\81540b9f-b5bf-47eb-9c95-be195bf2c664	216
0x11e4e1bc0	\$Directory	216
0x11e4e1f20	\$Directory	216
0x11e4e2070	\ProgramData\Microsoft\Windows\Caches\{6AF0698E-D558-4F6E-9B3C-3716689AF493}.2.ver0x000000000000000a.db	216
0x11e4e2f20	\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac	216
0x11e4e3070	\Windows\System32\cscui.dll	216
0x11e4e3890	\Windows\System32\Tasks\Microsoft\Windows\WDI\ResolutionHost	216
0x11e4e3f20	\Windows\System32\LogFiles\Scm\a37e09d9-f575-4d3d-a7b1-b5b8a5abcf74	216
0x11e4e4070	\Windows\System32\aeevts.dll	216
0x11e4e4850	\Windows\System32\Tasks\Microsoft\Windows\Media Center\mcupdate	216
0x11e4e4f20	\Windows\System32\Tasks\Microsoft\Windows\CertificateServicesClient\UserTask-Roam	216
0x11e4e5650	\Windows\System32\Tasks\Microsoft\Windows\AppID\PolicyConverter	216
0x11e4e5900	\Windows\System32\LogFiles\Scm\9dae93c1-a581-4cb6-b0c7-11d1f59cb178	216
0x11e4e6f20	\Windows\System32\Tasks\Microsoft\Windows\Media Center\UpdateRecordPath	216
0x11e4e7a40	\Windows\System32\Tasks\Microsoft\Windows\Location\Notifications	216
0x11e4e7e40	\Windows\System32\LogFiles\Scm\a48cabbf-24c8-4b87-b00f-9261807c3b43	216
0x11e4e8830	\ProgramData\Microsoft\Windows\Caches\{DDF571F2-BE98-426D-8288-1A9A39C3FDA2}.2.ver0x0000000000000002.db	216
0x11e4e9f20	\Windows\System32\LogFiles\Scm\a6af9377-77ce-47ab-ad7d-ec32cad0c82d	216
0x11e4ea740	\Endpoint	216
0x11e4eab90	\Windows\System32\Tasks\Microsoft\Windows\Application Experience\ProgramDataUpdater	216
0x11e4eb790	\Windows\System32\LogFiles\Scm\a7c73732-9f11-4281-8d19-764d4ec9d94d	216
0x11e4ec750	\Windows\System32\LogFiles\Scm\ac4e5acf-89f7-4220-ba21-81ee183975e2	216
0x11e4ec8a0	\Windows\System32\LogFiles\Scm\aecfbd7b-5e8b-4bd5-9de1-e4db88b83b88	216
0x11e4edcd0	\Windows\System32\Tasks\Microsoft\Windows\Ras\MobilityManager	216
0x11e4ee070	\Windows\System32\Tasks\Microsoft\Windows\Media Center\PvrScheduleTask	216
0x11e4eec70	\Windows\System32\LogFiles\Scm\12b32849-cc74-4a1c-8c6f-21b961a81d44	216
0x11e4eedc0	\Windows\System32\drivers\mpsdrv.sys	216
0x11e4ef130	\Windows\System32\drivers\bowser.sys	216
0x11e4f2540	\Windows\System32\drivers\mrxsmb.sys	216
0x11e4f2ad0	\Windows\System32\Tasks\Microsoft\Windows\Media Center\MediaCenterRecoveryTask	216
0x11e4f4070	\Windows\System32\Tasks\Microsoft\Windows Defender\MpIdleTask	216
0x11e4f4440	\Windows\System32\LogFiles\Scm\afa55e77-c845-4589-9db5-633c04ad8b3c	216
0x11e4f6470	\Windows\System32\drivers\mrxsmb20.sys	216
0x11e4f6e00	\Windows\System32\drivers\mrxsmb10.sys	216
0x11e4fb390	\Windows\System32\Tasks\Microsoft\Windows\Media Center\PBDADiscoveryW2	216
0x11e4fb700	\Windows\System32\Tasks\Microsoft\Windows\PerfTrack\BackgroundConfigSurveyor	216
0x11e4fbd10	\Windows\System32\Tasks\Microsoft\Windows\Media Center\PBDADiscoveryW1	216
0x11e4fc9d0	\Windows\System32\LogFiles\Scm\b0cbab43-44fc-469b-a4ce-87426761fdce	216
0x11e4fd5d0	\Windows\System32\Tasks\Microsoft\Windows\Diagnosis\Scheduled	216
0x11e4fdbb0	\Windows\System32\LogFiles\Scm\be669c13-8165-4536-96d0-6d6c39292aae	216
0x11e4fdf20	\Windows\System32\LogFiles\Scm\b30d6204-7de6-437a-9de3-fbd113315ca9	216
0x11e4fe7b0	\Windows\System32\Tasks\Microsoft\Windows\Customer Experience Improvement Program\Consolidator	216
0x11e4ff070	\Windows\System32\LogFiles\Scm\c016366b-7126-46ca-b36b-592a3d95a60b	216
0x11e4ff7b0	\Windows\System32\Tasks\Microsoft\Windows\Registry\RegIdleBackup	216
0x11e4ffdc0	\Windows\System32\LogFiles\Scm\ca4b8ff2-a4d2-4d88-a52e-3a5bdaf7f56e	216
0x11e500ac0	\Windows\System32\Tasks\Microsoft\Windows\RemoteAssistance\RemoteAssistanceTask	216
0x11e500f20	\Windows\System32\LogFiles\Scm\cb3d64bf-c0c9-45ff-bfb0-ff1a8f680186	216
0x11e501850	\Windows\System32\MPSSVC.dll	216
0x11e503f20	\Windows\System32\en-US\FirewallAPI.dll.mui	216
0x11e5047b0	\Windows\System32\Tasks\Microsoft\Windows\Windows Filtering Platform\BfeOnServiceStartTypeChange	216
0x11e505580	\Windows\System32\LogFiles\Scm\cfeba5ba-75ad-4c61-ab3a-bc7303f74066	216
0x11e5058f0	\Windows\System32\Tasks\Microsoft\Windows\Media Center\SqlLiteRecoveryTask	216
0x11e5068a0	\Windows\System32\Tasks\Microsoft\Windows\SoftwareProtectionPlatform\SvcRestartTask	216
0x11e506e80	\Windows\System32\microsoft-windows-kernel-power-events.dll	216
0x11e507380	\Windows\System32\LogFiles\Scm\da41de71-8431-42fb-9db0-eb64a961dead	216
0x11e5076f0	\Windows\System32\Tasks\Microsoft\Windows\Media Center\ConfigureInternetTimeService	216
0x11e508290	\Windows\System32\LogFiles\Scm\dd9f510c-95f4-499a-90c8-bac5bc372ff4	216
0x11e508600	\Windows\System32\Tasks\Microsoft\Windows\Maintenance\WinSAT	216
0x11e508dd0	\Windows\System32\LogFiles\Scm\da39400e-c86d-409a-9e17-fed1c46efef1	216
0x11e509070	\Windows\System32\LogFiles\Scm\cfc4cc62-0666-4dda-aa9e-f95852bb8a12	216
0x11e509320	\Windows\System32\Tasks\Microsoft\Windows\Media Center\PBDADiscovery	216
0x11e509d00	\Windows\System32\LogFiles\Scm\d37b24ae-6bcc-4406-a146-5494e37b70e1	216
0x11e50a070	\Windows\System32\LogFiles\Scm\e4d86600-0470-4453-9f84-95d3cbdd8d88	216
0x11e50a530	\Windows\System32\LogFiles\Scm\e6612a47-09df-47a2-bcea-480d82bbabee	216
0x11e50a8a0	\Windows\System32\Tasks\Microsoft\Windows\Bluetooth\UninstallDeviceTask	216
0x11e50ac10	\Windows\System32\LogFiles\Scm\e22a8667-f75b-4ba9-ba46-067ed4429de8	216
